名称,地址,经纬度,电话,省份,城市,区县,来源城市
唐潮发艺造型,学府名苑西南侧200米,"123.542621,46.603243",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
发舞飞扬(油米厂小区店),油米厂一号楼,"123.412504,46.378677",13634830623,黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
小漾美业,经集巷与建设路交叉口东80米,"123.421325,46.393725",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
禾平范儿理发店,文化路36号经典小区,"123.418430,46.393958",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
聚源美发店,建设路627号金碧花园,"123.421258,46.399864",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
十元理发,建设路与广安街交叉口南20米,"123.420228,46.395925",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
古城造型,塔子城镇,"123.063723,46.607502",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
红绣美容美发,东方红村民委员会东侧110米,"123.614625,46.917525",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
三多美发,086乡道与抗战路交叉口西220米,"123.680975,46.772625",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
巧手发屋,克利镇四里五卫生院西北侧130米,"123.326225,46.580475",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
鑫雪美发屋,079乡道与088乡道交叉口东60米,"123.321425,46.332325",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
顶艺美发,泰来县司法局泰来司法所西侧,"123.413725,46.397475",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
小涵造型,中央大街与汤池大街交叉口东220米,"123.769575,46.987375",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
姜秀美发,八一路与广安街交叉口西北160米,"123.414275,46.397075",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
素迷美发,中国邮政(江桥邮政支局)东南侧70米,"123.683057,46.771486",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
集锦美发(盛丽桃园店),泰来镇盛丽桃园12号楼26号车库,"123.418391,46.402703",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
爱维美发造型,学府名苑东南门东北140米,"123.544858,46.605333",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
鑫圆美发(金碧花园店),建设路627号金碧花园,"123.423492,46.400362",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
美吧美业联盟,建设路538号聚洋购物中心F1层,"123.420075,46.393932",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
小云理发店,书香门第小区2期,"123.418715,46.384449",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
艺剪造型,东方红村民委员会南侧150米,"123.612851,46.916615",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
丽人发艺,利百群医药北侧,"123.063407,46.609630",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
金鼎美业(明珠景苑店),明珠景苑,"123.749165,46.877077",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
靓丽美容美发,平洋镇平洋名苑C栋,"123.539389,46.599406",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
四季红理发店,平阳镇医院对门,"123.542820,46.603868",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
丹尼造型剪烫染,313省道与084乡道交叉口东200米,"123.324028,46.521450",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
晶晶美容美发(油米厂小区店),泰来镇油米厂1号楼门市,"123.413025,46.378625",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
唯娜发艺,大兴镇中心客运站旁,"123.744873,46.876847",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
青丝美美容美发养生会馆,平洋镇,"123.542767,46.603479",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
集锦美发(泰兴警苑小区店),袁氏中医西北侧60米,"123.414805,46.407719",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
姐妹美发,东风路与光明街交叉口东南120米,"123.424892,46.386060",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
大华美容美发(丰泰家园店),泰来镇泰来县国土资源局楼下,"123.424348,46.390699",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
高雅发屋(东风路),泰来镇东风路170号,"123.424547,46.387302",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
名闯造型(装修中),泰塔线,"123.063720,46.607586",15214428299,黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
小国工作室,文化路36号经典小区,"123.418933,46.394415",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
大鹤家美甲工作室,泰来镇建设路585号,"123.419813,46.399024",13352521025,黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
洋阳抗衰·调理护肤工作室,金源街与电业路交叉口东南40米,"123.425725,46.399775",[],黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
魅力蓝天美容形象管理中心,建设路与振兴路交叉口西北40米,"123.419846,46.388036",18545206586,黑龙江省,齐齐哈尔市,泰来县,齐齐哈尔市
承峰发艺(上东新城店),上东新城西北门旁,"126.100952,47.610113",15174584617,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
雷云造型烫染沙龙,群英街三委20号组南四道街路西,"126.091325,47.604925",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
潇洒美发会馆,红旗路与人民街交叉口东60米,"126.094374,47.601579",13206733886;15663151413,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
大宝美业,人民街与建设路交叉口北40米,"126.091956,47.604816",13904627567,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
云波美发(新泉嘉苑店),新泉嘉苑,"126.096399,47.601055",13895959628,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
青岛美发,拜泉镇东三道街路南地税对面,"126.094873,47.609457",13298727087,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
阿宝发艺,向阳路与县直街交叉口西南40米,"126.092126,47.607796",19545215234,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
初心发艺(学府尚都店),学府尚都东南门旁,"126.103526,47.609317",18714376232,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
小野发艺工作室(县直街店),老公安局楼11号门市,"126.091263,47.609459",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
禾妍造型(新泉嘉苑店),南六商场北门禾妍造型,"126.092823,47.600921",15845862809,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
天一美发,朝阳路与西安街交叉口西80米,"126.085722,47.608534",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
胖子美发(金域时代购物广场店),红旗路金域时代购物广场(西北角),"126.092923,47.600963",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
发之煊造型,宝泉名苑北门旁,"126.096799,47.607556",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
朗尼造型,拜泉县宾馆楼东往西第六门市,"126.092346,47.609716",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
東楠发艺,朝阳路与群英街交叉口东北60米,"126.085346,47.608424",15174581232,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
飘逸美容美发化妆品店,202国道东50米,"125.967839,47.416252",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
千靓时尚染烫店,朝阳路与西安街交叉口西80米,"126.085687,47.608515",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
大苇美发,北四道街北走三十米路西,"126.086234,47.614160",15663321882,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
小城造型起点(学府嘉苑店),拜泉镇学府嘉苑一号楼门市,"126.099869,47.612095",13634864636,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
驻颜造型,黑龙江省齐齐哈尔市拜泉县拜泉镇县城十字街北影剧院南,"126.089027,47.610391",13009748444,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
尚艺造型(建设路店),人民街与建设路交叉口东北50米,"126.092327,47.604678",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
宏颜美发会馆上东新城店,东六南二西走路南宏颜美发会馆,"126.101715,47.610400",13079663858;16536441000,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
拜泉县魔发师美发店,东三审计局门市东数第二家,"126.094379,47.610609",13946249413,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
美尚美都时尚造型(朝阳路店),朝阳路与西安街交叉口东100米,"126.088147,47.608588",15146668071,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
鑫派美发网红烫染潮店,人民路171号,"126.088285,47.611726",13603668434,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
觅谷造型(新泉嘉苑店),新泉嘉苑西门旁,"126.094264,47.600871",13079692340,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
宝丽造型微潮烫染纹绣,拜泉镇正街南三,"126.091187,47.605021",15663331876,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
飘逸美发,建设路与人民街交叉口东60米,"126.092511,47.604733",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
阿聪美发店,曙光街28号,"126.096453,47.607481",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
韩潮发艺(韩师傅店),鑫海锦绣名苑南门西南110米,"126.091266,47.611291",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
艺人美发会馆(金域时代购物广场店),拜泉镇南六金域购物广场南侧,"126.093573,47.600660",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
颜美发,人民街与政府路交叉口东南60米,"126.088897,47.610182",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
欧尚造型(金域时代购物广场店),拜泉镇南六道街,"126.093592,47.600539",13234520518;17345620678,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
狂潮造型,龙泉镇,"125.967667,47.416515",15663312789,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
沐光理发店,拜泉镇曙光街一委三组南四东20米路北,"126.092486,47.604681",15245800821,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
巍丽美发,214省道,"126.398775,47.651825",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
冉冉造型,正街东三往西50米冉冉造型,"126.093706,47.610055",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
鼎富新城那茉造型,鼎富新城东南门旁,"126.103973,47.613155",13352520776,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
霍方美发,211省道与007乡道交叉口东南60米,"126.407088,47.418947",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
拜泉县大鹏发型工作室,星火街(东三道街路南),"126.093481,47.609976",13019039768,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
吉美造型,拜泉镇南二道街南走二十米姜英凯二胡学校北隔壁,"126.095490,47.608430",17600667655,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
卓悦美发,文化路与人民街交叉口东100米,"126.088738,47.612530",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
沐尚美业(鑫源小区店),人民街与南城路交叉口北80米,"126.095239,47.598886",18645213592,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
焦点品质造型(恒冠·世家店),南二西二路北恒冠世家1号楼7号门市,"126.086864,47.606758",15084530681,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
视觉造型(向阳路店),金泉佳苑5号楼13号门市,"126.087152,47.606570",15679222876,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
源艺造型(恒盛豪庭店),恒盛豪庭小区一号楼8号门市,"126.088712,47.601970",18714374766,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
发都美发设计室(新泉集资楼E座店),拜泉镇新泉E号楼,"126.091715,47.602786",15545640912,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
五贝子植物染发专家(锦泉名苑店),锦泉名苑9号门市五贝子植物染发,"126.095675,47.598168",13948090718,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
丝源发艺,北二道街影剧院道北,"126.088844,47.610919",18746881868,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
小毛烫染纹绣,人民街与育英路交叉口西北80米,"126.090295,47.606600",13946243919,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
阿龙美发,三道镇,"126.407524,47.419562",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
明岩造型,县直街与朝阳路交叉口东南60米,"126.092225,47.609246",13796301809,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
酷贝美发(铭泉嘉苑店),铭泉嘉苑东南门东110米,"126.099462,47.604797",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
理发店,晟嘉御都东区西北门东150米,"126.086323,47.609886",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
歆一美业,鼎富新城10号门市,"126.103625,47.613034",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
华姿染烫造型(向阳花苑店),向阳花苑东南门西北90米,"126.098913,47.610633",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
剪约造型(恒盛豪庭店),恒盛豪庭东南门东140米,"126.090390,47.602452",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
剑佩发廊(文明小区店),文明小区,"126.094594,47.609948",13796300825,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
迪噢形象设计(铭泉嘉苑店),曙光路与建设路交叉口东南40米,"126.097021,47.605524",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
丝路美业,人民街与红旗路交叉口东北40米,"126.093831,47.601592",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
小明美业(鼎富新城店),鼎富新城东南门西50米,"126.103712,47.613069",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
得艺望型烫染店,朝阳路与西安街交叉口东100米,"126.088136,47.608586",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
英子发艺沙龙(老农机家属楼店),向阳路与曙光街交叉口东60米,"126.095823,47.609064",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
浩仕理发店,名日星城,"126.088691,47.603779",13206722958,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
宇美发会所,文化家园,"126.092437,47.608809",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
剪名堂专业理烫染焗(晟嘉御都东区店),晟嘉御都东区西北门旁,"126.085144,47.609701",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
二宝发型私人定制(文化家园店),文化家园南门旁,"126.093544,47.608444",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
天一美发造型,依拜公路北50米,"125.666225,47.734571",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
木炎美发店(朝阳路店),拜泉县星火街(东二东走路南),"126.093181,47.609921",16604614466,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
大涛造型,宝泉名苑北门东北90米,"126.097618,47.607753",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
未来造型,拜泉镇群英街3委20组教育园丁楼1-2层正街南三路西,"126.091138,47.605164",13314623110,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
加减法美发,盛嘉胤都西门南边第一个门市1号G1,"126.091463,47.610649",19990077824,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
鑫焱发艺,县直街与向阳路交叉口南100米,"126.092807,47.607390",15545691348;17545536416,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
馨然美发(鑫海新天地花园店),拜泉镇朝阳街5号拜泉县第一中学附近,"126.101726,47.612605",0452-7328081,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
拜泉县美人鱼美容美发店,拜泉镇东方红街三委十四组(正街东四),"126.096525,47.611175",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
天意美发(梦想e居店),梦想e居,"126.085716,47.605541",15636289994;15636299994,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
丝慕发型私人定制(宝泉名苑店),宝泉名苑西南门旁,"126.096579,47.606230",18045098803,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
一剪缘时尚烫染(鑫海锦绣名苑店),县直街鑫海锦绣名苑,"126.090609,47.612257",13846225776,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
梦琪发艺专业染烫吧,新生路与人民街交叉口东100米,"126.094018,47.603011",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
你好漂亮,泉城印象西北门旁,"126.082248,47.605289",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
拜泉县风之尚美发店,拜泉镇新泉小区F5号楼2号门市,"126.094050,47.601494",[],黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
大宝美业,正街南三南10米路西,"126.090942,47.605463",13904627567;15245805678,黑龙江省,齐齐哈尔市,拜泉县,齐齐哈尔市
